DateTime,GWL(m)
1989-11-01,195.670424
1989-12-01,196.3238430967742
1990-01-01,196.5695512258064
1990-02-01,196.03299085714278
1990-03-01,198.12412954838706
1990-04-01,198.84958959999997
1990-05-01,198.6315723870967
1990-06-01,192.06042359999995
1990-07-01,193.72920851612903
1990-08-01,196.04332877419353
1990-09-01,196.55830639999996
1990-10-01,197.47982167741932
1990-11-01,198.78182239999998
1990-12-01,198.75821187096764
1991-01-01,199.74999174193542
1991-02-01,201.27195857142857
1991-03-01,200.30059819354835
1991-04-01,201.92471679999997
1991-05-01,202.72189006451612
1991-06-01,198.4295752
1991-07-01,199.02456774193544
1991-08-01,196.00399974193547
1991-09-01,197.6538592
1991-10-01,197.56782038709676
1991-11-01,198.34829519999994
1991-12-01,202.18632696774188
1992-01-01,207.93082374193546
1992-02-01,211.0552915862069
1992-03-01,212.2340098064516
1992-04-01,212.1173304
1992-05-01,211.87621393548386
1992-06-01,213.4624128
1992-07-01,211.2024092903226
1992-08-01,210.6692059354838
1992-09-01,209.90590479999994
1992-10-01,209.35718941935482
1992-11-01,210.23346320000002
1992-12-01,210.85218425806454
1993-01-01,210.71217290322582
1993-02-01,210.6200657142857
1993-03-01,210.3847587096774
1993-04-01,209.73694400000002
1993-05-01,210.3139664516129
1993-06-01,209.958432
1993-07-01,208.7368722580645
1993-08-01,205.44208258064518
1993-09-01,205.285848
1993-10-01,205.57383483870967
1993-11-01,206.63103199999998
1993-12-01,206.52559741935485
1994-01-01,206.14213935483872
1994-02-01,205.8543
1994-03-01,205.95375329032257
1994-04-01,205.285848
1994-05-01,206.24626296774193
1994-06-01,203.00391199999999
1994-07-01,200.27021651612893
1994-08-01,199.68411561290316
1994-09-01,202.07955519999993
1994-10-01,204.17047664516127
1994-11-01,205.5919688
1994-12-01,205.4400178064516
1995-01-01,205.90714838709678
1995-02-01,204.8811171428571
1995-03-01,204.83248258064515
1995-04-01,204.58958319999994
1995-05-01,201.57289238709666
1995-06-01,202.913488
1995-07-01,202.05968748387096
1995-08-01,199.42356077419348
1995-09-01,199.68199839999994
1995-10-01,200.68395793548387
1995-11-01,201.76012479999997
1995-12-01,202.20815458064513
1996-01-01,201.92144593548383
1996-02-01,199.4979062068965
1996-03-01,199.12623329032246
1996-04-01,198.13269999999994
1996-05-01,194.99501341935485
1996-06-01,192.66245439999997
1996-07-01,192.38081264516123
1996-08-01,192.7927842580645
1996-09-01,195.92594799999992
1996-10-01,196.20742916129026
1996-11-01,196.5930536
1996-12-01,198.00545419354836
1997-01-01,198.32549419354837
1997-02-01,198.51623999999973
1997-03-01,200.05203870967728
1997-04-01,201.7684559999997
1997-05-01,202.049953548387
1997-06-01,203.63759119999986
1997-07-01,204.87082838709665
1997-08-01,202.26626322580634
1997-09-01,201.5926879999998
1997-10-01,203.01253161290293
1997-11-01,203.70596799999976
1997-12-01,204.32120516129015
1998-01-01,205.1028696774193
1998-02-01,205.82164285714288
1998-03-01,206.99951225806453
1998-04-01,205.782672
1998-05-01,200.0895979354836
1998-06-01,196.85508
1998-07-01,196.5596206451613
1998-08-01,198.61849548387073
1998-09-01,201.94727199999977
1998-10-01,205.08910451612897
1998-11-01,209.78103839999991
1998-12-01,209.47881445161292
1999-01-01,208.76312438709675
1999-02-01,207.1067014285714
1999-03-01,206.53818270967741
1999-04-01,206.63103199999998
1999-05-01,205.43451174193547
1999-06-01,203.03347759999997
1999-07-01,205.2440609032258
1999-08-01,202.47146245161287
1999-09-01,201.54026239999993
1999-10-01,201.14489419354837
1999-11-01,202.0131088
1999-12-01,202.27255587096775
2000-01-01,202.48178632258066
2000-02-01,202.26023503448266
2000-03-01,201.33269032258065
2000-04-01,200.42804719999998
2000-05-01,198.5226309677419
2000-06-01,199.13102159999997
2000-07-01,196.8948023225806
2000-08-01,195.2144694193548
2000-09-01,195.2188119999999
2000-10-01,198.32372438709677
2000-11-01,204.5160247999999
2000-12-01,206.1147073548387
2001-01-01,206.77838477419357
2001-02-01,207.34705799999986
2001-03-01,207.6141267096774
2001-04-01,207.38764719999992
2001-05-01,207.26704799999996
2001-06-01,203.44343359999996
2001-07-01,201.91869290322575
2001-08-01,199.64508154838708
2001-09-01,205.69692160000002
2001-10-01,205.93428541935484
2001-11-01,206.7723575999999
2001-12-01,208.62724258064515
2002-01-01,208.3052361290322
2002-02-01,207.46832485714285
2002-03-01,206.43012619354838
2002-04-01,206.4998664
2002-05-01,203.6165272258064
2002-06-01,200.13117199999996
2002-07-01,208.91680258064514
2002-08-01,208.39628283870962
2002-09-01,209.13150959999993
2002-10-01,210.2702129032258
2002-11-01,212.2349832
2002-12-01,211.82075999999998
2003-01-01,211.50681600000001
2003-02-01,211.2264
2003-03-01,211.13240361290323
2003-04-01,209.807048
2003-05-01,206.79018348387098
2003-06-01,206.7078416
2003-07-01,207.92925058064512
2003-08-01,207.00688645161281
2003-09-01,207.80969359999997
2003-10-01,208.28557161290317
2003-11-01,207.83783679999993
2003-12-01,207.29860954838702
2004-01-01,207.22594916129032
2004-02-01,207.53369544827586
2004-03-01,207.7850113548387
2004-04-01,208.6379367999999
2004-05-01,209.19967664516128
2004-06-01,208.31657599999997
2004-07-01,210.04761058064517
2004-08-01,208.64897187096776
2004-09-01,208.70326559999998
2004-10-01,209.46445935483868
2004-11-01,211.774024
2004-12-01,213.23119741935483
2005-01-01,212.17776929032257
2005-02-01,212.48751
2005-03-01,212.97752516129032
2005-04-01,211.6680552
2005-05-01,210.14327845161284
2005-06-01,209.0576464
2005-07-01,206.91230012903227
2005-08-01,207.23519148387095
2005-09-01,206.94162319999998
2005-10-01,206.62185522580643
2005-11-01,206.7165792
2005-12-01,206.91878941935482
2006-01-01,206.29119638709676
2006-02-01,205.67392371428573
2006-03-01,204.35188180645162
2006-04-01,203.23759199999998
2006-05-01,202.39772051612903
2006-06-01,199.6149423999999
2006-07-01,198.9463029677419
2006-08-01,197.85551225806446
2006-09-01,200.20483199999998
2006-10-01,201.14715561290308
2006-11-01,202.2729
2006-12-01,202.519640516129
2007-01-01,203.99192283870966
2007-02-01,203.7979885714285
2007-03-01,203.7688289032258
2007-04-01,206.4086296
2007-05-01,206.8096513548387
2007-06-01,206.9032184
2007-07-01,210.8199344516128
2007-08-01,212.9221695483871
2007-09-01,213.01384879999998
2007-10-01,211.46581548387095
2007-11-01,210.80882400000002
2007-12-01,210.50599045161286
2008-01-01,209.91035225806448
2008-02-01,208.99736606896545
2008-03-01,208.50286451612897
2008-04-01,207.5772328
2008-05-01,205.38161419354836
2008-06-01,201.55773759999997
2008-07-01,203.35115458064513
2008-08-01,204.46033161290322
2008-09-01,204.97292
2008-10-01,203.69449703225803
2008-11-01,203.5614928
2008-12-01,204.0306619354839
2009-01-01,204.06359999999992
2009-02-01,203.08094657142854
2009-03-01,202.78255509677416
2009-04-01,201.65415599999994
